datasetid,title,citation,DOI,licence,accessconstraint,abstract,description,contact,include,complete,theme,keyword
5663,Macrozoobenthos data collected in the Northern part of the Romanian littoral (Danube mouths) between 1977 and 1999,"Dumitrache C.; Abaza V.; Filimon A. (2017). Macrozoobenthos data collected in the Northern part of the Romanian littoral (Danube mouths) between 1977 and 1999. NIMRD-National Institute for Marine Research and Development ""Grigore Antipa""",NA,Attribution-NonCommercial (CC BY-NC),NA,"The macrozoobentos dataset includes a number of 347 samples collected in the Northern part of the Romanian littoral between Sulina and Chituc from 5 m to 52m depths. Van Veen grab with a sampling area of 1/20 m2 was employed as a macrozoobenthos sampler. One replicate was collected at every station. Sampling was done in spring, summer and autumn mounths.The samples have been analyzed qualitative (number of species) and quantitative (densities and biomasses). The macroinvertebrates have been identified at species level.",NA,Camelia Dumitrache,TRUE,TRUE,Benthos,"Macrozoobenthos , Seasonal"
5666,1915-2016  Marine Strategy Framework Directive (MSFD) Collation of invasive non-indigenous species data UK,"Department for Environment Food & Rural Affairs (Defra), United Kingdom; (2019) 1915-2016 Marine Strategy Framework Directive (MSFD) Collation of invasive non-indigenous species data UK. https://doi.org/10.17031/f0vfo3",https://doi.org/10.17031/f0vfo3,Attribution (CC BY),NA,A collation of datasets contributing to the MSFD baseline data for the current known distribution of non native species in the UK,"A list consisting of 24  non-indigenous species representing a range of taxa with varying current distributions was created for the final monitoring list. Data were requested from all the major holders of marine biodiversity data e.g. statutory agencies and major databases, the NBN, Local Record Centres (LRCs), schemes and societies, the Natural History Museum (NHM), Wildlife Trusts, and (MEDIN and other) Data Archive Centres (DACs), for the target species. In addition a thorough literature review was carried out and data extracted from published material, as well as pers comms with non-native species experts.",Marine Biological Association of the UK; The Archive for Marine Species and Habitats Data,TRUE,FALSE,"Benthos , Fish , Macroalgae , Zooplankton","Alien species , Data , Invasive species , Marine Genomics"
5670,2012-ongoing UK Offshore Marine Conservation Zone (MCZ) Survey Data,"Centre for Environment, Fisheries and Aquaculture Science (Cefas), United Kingdom; (2019) 2012-ongoing UK Offshore Marine Conservation Zone (MCZ) Survey Data https://doi.org/10.17031/ravlvw",https://doi.org/10.17031/ravlvw,Attribution (CC BY),NA,"A collection of surveys completed in offshore UK waters by the Centre for Environment, Fisheries and Aquaculture Science (Cefas) to collect data on marine wildlife, habitats, geology and geomorphology of designated and recommended Marine Conservation Zones (MCZs).","""The Marine and Coastal Access Act 2009 allows for the creation of Marine Conservation Zones (MCZs). MCZs protect a range of nationally important marine wildlife, habitats, geology and geomorphology, and can be designated anywhere in English and Welsh territorial and UK offshore waters.  Lundy Island, a former Marine Nature Reserve in the Bristol Channel became the UK's first MCZ in January 2010. More information on Marine Conservation Zones is available on Defra's website.
Cefas, executive agency of Defra acting on behalf of the UK Government, has been tasked with delivering a programme of data collection to support implementation of Marine Conservation Zones (MCZs) within the UK Continental Shelf. Verification, baseline setting and monitoring surveys have been carried out by Cefas and contractors to obtain data from seabed survey work, including acoustics, video, sediment sampling, to provide data and habitat maps to increase the quality and amount of evidence available.
""",Marine Biological Association of the UK; The Archive for Marine Species and Habitats Data,TRUE,TRUE,"Benthos , Fish , Zooplankton","Data , Marine Genomics"
5685,1507-1997 Paul F. Clark North East Atlantic Crab Atlas,"Clark, Paul F.; Marine Conservation Society, United Kingdom; (2019) 1507-1997 Paul F. Clark North East Atlantic Crab Atlas https://doi.org/10.17031/fyi30u",https://doi.org/10.17031/fyi30u,Attribution (CC BY),NA,A detailed distribution of true crabs (Brachyura) in the North-East Atlantic.,"Approximately 11,200 marine record cards were collated. Data obtained from literature records, crab material held in collections of the British Museum (Natural History), field record cards returned by individuals, specimens held in institutions and organisations other than the British Museum, biological surveys and collecting expeditions.",Marine Biological Association of the UK; The Archive for Marine Species and Habitats Data,TRUE,FALSE,Benthos,"Data , Marine Genomics , Species distribution , Taxonomy"
5701,"Subtidal macrobenthos monitoring in function of a foreshore suppletion at the Belgian coast, period 2013-2016","Aquatic environment and quality group; Flanders research institute for agriculture, fisheries and food (ILVO), Belgium; (2018): Subtidal macrobenthos monitoring in function of a foreshore suppletion at the Belgian coast, period 2013-2016. Marine Data Archive https://doi.org/10.14284/342", https://doi.org/10.14284/342,Attribution-NonCommercial (CC BY-NC),NA,"What ecological effects does a foreshore suppletion, and a beach suppletion, have on the marine ecosystem in the intertidal and shallow surf zone (<6 m depth)? The foreshore suppletion (400.000m³) was by means of an experimental set-up in the shallow coastal zone (-1 to -2m TAW) of Mariakerke. Beside it, a beach nourishment was conducted at Mariakerke (681243m³) and Middelkerke (968754m³). For the Mariakerke area, we collect biological and sedimentological samples in the impact area and in a control area (Bredene), before as after the suppletion, whereas for Middelkerke only the data after suppletion was part of the study. We monitor the marine ecosystem with a focus on the fauna within the sediment (macrofauna) and on the sediment (hyperbenthos, epi- and demersal fish fauna) in the intertidal zone and subtidal zone. In both studies, the subtidal area is the zone between the low water line and the 6m depth line and the intertdial area is the zone between low and high tide water line.","This dataset contain the macrobenthic data collected in the subtidal area. Macrobenthos are the biota that lives in the sediment and are retained on a sieve of 1mm. The sampling design for the monitoring is following the BACI-design (Before After Control Impact), with a control area with similar habitat characteristics outside the influence of the suppletion activity. There is sampled before the suppletion and in the following two years after suppletion. In this BACI-monitoring, the seasonal aspect is taken into account, by taking samples in spring (March) and autumn (September). In the subtidal area, three depth strata were determined to investigated the influence of the suppletion outside the suppletion area. Stratum a (between low water line and -2m TAW) is the area were the foreshore suppletion is executed. Stratum b and c are taken respectively the depth zones -3m to -4m and -5m to -6m TAW. The amount of sampling locations was determined by the client and determines 15 points for each sampling moment. That amount of samples was via a systematic random stratified strategy distributed over each stratum (5 in each strata). The samples were taken with a Van Veen grab (0.1m²). The samples were sieved alive on a 1mm sieve and then fixed with an 8% formaldehyde-seawater solution. The sieved material is stained with eosin. All biota were determined and counted to species level following a standardized taxonomic discrimination protocol. This to determine the determination level and if certain life stages (larvae, juveniles) need to be discriminated. The biomass is determined as wet weight. All macrobenthic samples were taken following the ISO16665:2005(E)) (“Water quality – Guidelines for quantitative sampling and sample processing of marine soft-bottom macrofauna”). Moreover, the analyses (identification, counts and biomass) were conform NBN EN ISO/IEC 17025 standard executed (cfr. BELAC nr. 315-TEST: date 28/04/2016, valid until 05/03/2020).",Gert Van Hoey,TRUE,TRUE,Benthos,"Coastal defences , foreshore suppletion"
5725,"Finnish Baltic Sea benthic monitoring, POHJE database","Finnish Environment Institute SYKE; (2018); Finnish Baltic Sea benthic monitoring, POHJE database",NA,Attribution (CC BY),NA,"The POHJE database includes data on benthic macrofauna, covering the Finnish coastal areas as well as the offshore areas of the Baltic Sea. The quantitative data mainly stem  from the Finnish national monitoring program and statutory monitoring programs, but also data from surveys and research projects are included. In total the database contain aproximately 100 000 quantitative records including developmental stages, with a time span from 1965 to present. The database is regularly maintained and data is added continuously.",NA,Henrik Nygård,TRUE,TRUE,Benthos,"Long-term monitoring , Species distribution"
5727,SHARK - Regional monitoring and monitoring projects of Epibenthos in Sweden since 1994,"Swedish county administration boards, Swedish municipalities, Swedish coalitions of water conservation, Swedish Meteorological and Hydrological Institute, et al (2017). SHARK - Regional monitoring and monitoring projects of Epibenthos in Sweden since 1994",NA,Attribution (CC BY),NA,"Regional monitoring programs for Epibenthos have been performed since 1994 in Sweden. The monitoring is financed by the Swedish county administration boards, Swedish municipalities and Swedish coalitions of water conservation.  Recipient control data financed by companies are also included. Sampling is performed by a large number of different institutes and consulting firms. Data from monitoring projects are also included in this dataset. The data is stored in the database SHARK, hosted and maintained by the Swedish Meteorological and Hydrological Institute. The Epibenthos monitoring programs and projects studies hard and soft bottoms from the surface down to 10-20 meters. Data is collected in transects or squares with help of divers. Species abundances are determined directly by the divers or photographs are taken and analyzed later.","Data is collected in transects or squares with help of divers. Species abundances are determined directly by the divers or photographs/video are taken and analyzed later. Discipline: Marine biology; Datatype: Epibenthos; Measuring area type: point; Platform class: diver, video, photo; Parameters: # counted, Abundance class, Average shoot length, Bare substrate cover, Boulder cover, Cover, Cover (%), Cover class, Cover class, Cover class filamentous algae, Debris cover, Density in covered area, Depth distribution (max depth), Dry weight, Gravel cover, Hard clay cover, Max shoot length, Min shoot length, No species found., Observed species, Rhizome biomass, Rhizome juice sugar content, Rock cover, Salinity, Sand cover, Shoot biomass, Shoot density, Silt soft clay cover, Species distribution max depth, Species distribution min depth, Stone cover, Substrate specific cover, Temperature, Total cover of all species (%), Unidentified algae cover. 

More information about the method is available in Swedish at https://www.havochvatten.se/hav/samordning--fakta/miljoovervakning/miljoovervakningens-programomrade-kust-och-hav/delprogram-vegetationskladda-bottnar.html and https://www.havochvatten.se/hav/samordning--fakta/miljoovervakning/samordning-av-miljoovervakning/regional-miljoovervakning.html",shark@smhi.se,TRUE,FALSE,Benthos,
5729,"Northern shrimp (Pandalus borealis) in the Norwegian Deep and Skagerrak, 1984-2017","Søvik, Guldborg; Thangstad, Trude Hauge (2018): Northern shrimp (Pandalus borealis) in the Norwegian Deep and Skagerrak, 1984-2017",NA,Attribution (CC BY),NA,"The survey data consist of: 1) one time series from 1984-2002 (October/November) using R/V Michael Sars and the Campelen-trawl; 2) a point estimate for 2003 (October) as R/V Michael Sars was taken out of service and substituted with R/V Håkon Mosby, whose winches at that time were not powerful enough for the Campelen-trawl, resulting in the survey being conducted with the Shrimp trawl 1420; 3) a start of a potential new time series as the survey in both 2004 and 2005 was conducted in May/June with R/V Håkon Mosby using the standard Campelen trawl; and 4) one time series from 2006 until present (January/February), using R/V Håkon Mosby and the Campelen trawl. From 2017 R/V Håkon Mosby has been substituted with R/V Kristine Bonnevie. In 2016, there were technical problems with the survey trawl (unequal wire lengths of the trawl gear) and this year’s data are considered to be non-representative of the stock status.",NA,,TRUE,FALSE,Benthos,
5730,<i>Lophelia pertusa</i> reefs in Norwegian seawaters,"Pål Buhl Mortensen; Institute of Marine Research, Norway (2018): Lophelia pertusa reefs in Norwegian seawaters.",NA,Attribution (CC BY),NA,"<i>Lophelia pertusa</i> reefs dataset contains scientific registrations of reefs in Norwegian seawaters done by Institute of Marine Research through their own seabed mapping, registrations from MAREANO, information from fishermen, registrations from the oil industry and from scientific litterature.",NA,Pål Buhl Mortensen,TRUE,FALSE,Benthos,
5759,Dutch long term monitoring of macrobenthos in the Dutch Continental Economical Zone of the North Sea,"Ministery of Infrastructure and Environment, The Netherlands; (2018): Dutch long term monitoring of macrobenthos in the Dutch Continental Economical Zone of the North Sea.",NA,CC 0 (No Rights Reserved),NA,"Long term measurements of benthos composition in the Dutch national part of the North Sea. Samples have been taken by benthic sledge, box-corer, video and Hamon sampler. Samples were taken annually between 1991-2010, in 2012 and in 2015 and analysed to the genus or species level. For video sampling, coverage percentages were measured. The dataset has been used for assessment of the marine environment and habitat quality in the scope of the OSPAR Quality Status Reports and the Marine Strategy Framework Directive.","The monitoring is directed and the dataset is maintained by Rijkswaterstaat, the executing body of the Dutch Ministery for Infrastructure and Environment. Publication of the dataset has been facilitated by Deltares, The Netherlands.",Willem Stolte,TRUE,TRUE,Benthos,"Long-term monitoring , Marine Strategy Framework Directive , MSFD"
5780,Benthic fauna collected in the Arrábida Marine Protected Area (SW Portugal) from 2007 to 2009,"Tuaty-Guerra, M.; Gaudêncio, M.J. (2021). Benthic fauna collected in the Prof. Luiz Saldanha Marine Park (Arrábida, SW Portugal) between 2007 and 2009. https://doi.org/10.14284/462", https://doi.org/10.14284/462,Attribution-NonCommercial (CC BY-NC),NA,"The dataset provides a quantitative list of the benthic macrofauna taxa, identified to species level, which was collected from soft sediments in the Prof. Luiz Saldanha Marine Park (Arrábida, SW Portugal) between 2007 and 2009, at depths ranging from 10 to 100 m, aiming at describing community structure and distribution as well as classifying and mapping benthic habitats according to the EUNIS system.","The dataset provides a quantitative list of the benthic macrofauna taxa, identified to species level, which was collected from soft sediments in the Prof. Luiz Saldanha Marine Park (Arrábida, SW Portugal) between 2007 and 2009, aiming at describing community structure and distribution as well as classifying benthic habitats according to the EUNIS system. The data were obtained in the framework of the research project BIOMARES (LIFE06 NAT/P/000192) - Restoration and Management of Biodiversity in the Marine Park Site Arrábida Espichel (PTCON0010). The samples were collected with a Smith-McIntyre grab in georeferenced sites along the Marine Park during three dedicated sampling surveys carried out in July 2007, 2008 and 2009. In each site three grab samples were collected (two for faunal analysis and one for sediment grain size and organic matter analysis)","Alessandro Marraccini , Miriam Tuaty-Guerra",TRUE,TRUE,Benthos,
5781,Benthic macrofauna of the Ericeira coast (central Portugal) collected in May 2001,"Tuaty-Guerra, M.; Gaudêncio, M.J. (2021). Benthic macrofauna collected off Ericeira (central Portugal) in May 2001. https://doi.org/10.14284/463", https://doi.org/10.14284/463,Attribution-NonCommercial (CC BY-NC),NA,"The dataset provides a quantitative list of the macrozoobenthic taxa collected in the infra and circalittoral sandy bottom off Ericeira (central Portugal) in May 2001. The fauna was identified to species or family level. The aim was to characterize the macrozoobenthic composition of sandy sediments potentially suitable for beach nourishment, in order to assess the environmental impact of the dredging operations on the benthic communities.","The increasing erosion along the Portuguese coast led to the definition of priority areas for beach nourishment. In order to assess the impact of the dredging operations on the benthic communities off Ericeira (a potential area for sand extraction) IPMA was appointed by the National Institute of Water (INAG) to carry out a sampling survey in the infra and upper circalittoral zones (10 to 50 m depth) in May 2001.  The sampling gear was a 0,1 m2 Smith-McIntyre grab. Sampling was performed by bathymetry level (10, 20, 40 and 50 m) along three transects perpendicular to the coast (distance between each 2 transects: 1/4 NM). Two grab samples for abiotic and biotic characterisation respectively, were collected in each of the 15 sampling sites. The macrozoobenthos was identified to species or family level and quantified. Addionally, sediment grain size distribution and organic matter content were determined.","Alessandro Marraccini , Miriam Tuaty-Guerra",TRUE,TRUE,Benthos,
5782,Macrozoobenthos of marine waters in mainland Portugal collected in March and September 2010,"Tuaty-Guerra, M.; Gaudêncio, M.J. (2021). Macrozoobenthos collected in marine waters off mainland Portugal in March and September 2010 https://doi.org/10.14284/464", https://doi.org/10.14284/464,Attribution-NonCommercial (CC BY-NC),NA,"A macrozoobenthos species list is provided, based on datasets originated from infra and circalittoral samples (4 to 120 m depth) collected in the marine waters from north to south of mainland Portugal. Species composition, density and wet weight biomass are provided. The data were collected in the framework of the of the EEMA Programme, whose aim was the Ecological Assessment of Water Masses in mainland Portugal.","The dataset provides a species list originated from samples collected in marine waters of mainland Portugal, from north to south, encompassing the infra and circalittoral sedimentary bottom, from 4 to 120 m depth. The samples were collected in triplicate in georeferenced sites with a 0.1 m2 Smith-McIntyre grab, in March and September 2010. In the laboratory, the macrofauna was identified to species level. Species density and wet weight biomass are provided. Sediment grain size distribution and organic matter content were also determined per sampling site. This work was carried out in the framework of the EEMA Programme for the assessement of the Ecological State of Marine Waters in mainland Portugal.","Alessandro Marraccini , Miriam Tuaty-Guerra",TRUE,TRUE,Benthos,
5783,Benthic fauna of the Southwest Alentejo and Vicentine Coast Natural Park (SW Portugal) collected in August 2011,"Tuaty-Guerra, M.; Gaudêncio, M.J. (2021). Benthic fauna of the Southwest Alentejo and Vicentine Coast Natural Park (SW Portugal) collected in August 2011 https://doi.org/10.14284/465", https://doi.org/10.14284/465,Attribution-NonCommercial (CC BY-NC),NA,"A macrozoobenthos species list is provided, based on datasets originated from infra and upper circalittoral samples (10 to 53 m depth) collected in the soft sediment bottom off Sines within the marine area of the Southwest Alentejo and Vicentine Coast Natural Park (SW Portugal). Species composition and  abundance per sampling station are provided.","The dataset provides a species list originated from infra and upper circalittoral samples (10 to 53 m depth) collected in the soft sediment bottom off Sines within the marine area of the Southwest Alentejo and Vicentine Coast Natural Park (SW Portugal), during one dedicated sampling survey in August 2011. Triplicate sediment samples were collected at each georeferenced sampling site with a Smith-McIntyre grab with a sampling area of 0.1 m2. In the laboratory the samples were analysed for species composition and abundance, and sediment grain size as well as organic matter content were determined for each sampling site. The work was carried out in the framework of the MeshAtlantic Project (Atlantic Area Trans-national Programme), aiming at classifying and mapping the benthic habitats and associated communities of the study area using the EUNIS system.","Alessandro Marraccini , Miriam Tuaty-Guerra",TRUE,TRUE,Benthos,
5785,Mesopelagic Crustaceans of the North Western Portuguese Coast between 1998 and 2000,"Dos Santos, A.; Marraccini, A.; Afonso, C.; Correia, C.; Cunha, M. E.; Quintela, M. F. (2017). Mesopelagic Crustaceans of the North Western Portuguese Coast. https://doi.org/10.14284/467", https://doi.org/10.14284/467,Attribution-NonCommercial (CC BY-NC),NA,"The objective of this data collection was to study the structure of the mesopelagic ecosistem off the Northwestern Portuguese coast which is composed by planktonic and nectonics organisms. Mesopelagic organisms live during the day concentrating in big numbers in deeper depths while during the night migrates towards the upper layers.  The data was collected aiming to study the composition and the Dynamics of the mesopelagic community and their trophic relations with the fish in the area. Data was collected with an Isaac-Kidd midwater trawl in May 1998 and 2000 and February 1999, together with environmental parameters as temperature, salinity, etc.","The results showed a strong temporal variability of the abundance of the diferent taxonomic groups in study. The analysis of the results lead to the conclusion that, being the sampling locations and methods used were similar for the studied period, the big variability in the abundances and taxa have been found must be related mainly to the season of the year in which the sampling was performed (winter season for 1999 and late spring for 1998 and 2000).","Antonina Dos Santos , Alessandro Marraccini",TRUE,FALSE,Invertebrates,
5817,Coastal and marine species,National Biodiversity Data Centre: Collated by the National Biodiversity Data Centre from different sources - Coastal and marine species. Dataset/Occurrence. https://doi.org/10.15468/oynwkx,https://doi.org/10.15468/oynwkx,Attribution (CC BY),NA,The records in this dataset are general marine and coastal records of different taxonomic groups submitted to the National Biodiversity Data Centre.,The purpose is to provide a facility for recorders to contribute to the knowledge of the distribution of coastal and marine species in Ireland and to make their records more freely avaiable. The bulk of the records contained in this dataset are from either professional recorders or highly competent recorders working in a voluntary capacity. Not all of the data has been validated.,Barry O'Neill,TRUE,FALSE,Biology,"Field observations , Observation"
5885,Megafaunal data from the 2009 BIOFUN trans-Mediterranean deep-sea cruise,"Tecchio, S.; Ramirez-Llodra, E. (2018): Megafaunal data from the 2009 BIOFUN trans-Mediterranean deep-sea cruise https://doi.org/10.14284/311", https://doi.org/10.14284/311,CC 0 (No Rights Reserved),NA,"Deep-sea sampling in 2009 onboard the R/V Sarmiento de Gamboa in the three Mediterranean basins. A combination of 2 samplers was used to collect the benthic megafauna: an otter-trawl Maireta system (OTMS) and an Agassiz dredge. The OTMS is a 1-warp benthic otter-trawl designed to work seamlessly on high depth grounds: its stretch mesh size at the cod-end is 40mm, with an outer cover of 12mm, to allow retrieval of small-sized fractions of megafauna. The net total length is 25m, with an horizontal opening of 12.7m and a vertical opening of 1.4m. Trawls were conducted at 2.6 to 2.8 knots. The Agassiz dredge had a 2.5 m horizontal opening and 1.2 m vertical opening, a net mesh size of 12 mm, and was trawled at 2.0 knots.",NA,Samuele Tecchio,TRUE,FALSE,"Benthos , Ecology - biodiversity","Benthos , Deep water"
5922,RSMP Baseline Dataset," Cooper et al. (2017). RSMP Baseline Dataset. Cefas, UK. V1. https://doi.org/10.14466/CefasDataHub.34",https://doi.org/10.14466/CefasDataHub.34,Attribution (CC BY),NA,"This dataset was compiled for the Regional Seabed Monitoring Plan (RSMP) baseline assessment reported in Cooper & Barry (2017).
The dataset comprises of 33,198 macrofaunal samples (83% with associated data on sediment particle size composition) covering large parts of the UK continental shelf. Whilst most samples come from existing datasets, also included are 2,500 new samples collected specifically for the purpose of this study. These new samples were collected during 2014-2016 from the main English aggregate dredging regions (Humber, Anglian, Thames, Eastern English Channel and South Coast) and at four individual, isolated extraction sites where the RSMP methodology is also being adopted (e.g. Area 457, North-West dredging region; Area 392, North-West dredging region; Area 376, Bristol Channel dredging region; Goodwin Sands, English Channel).","This work was funded by the aggregates industry, and carried out by contractors on their behalf. Samples were collected in accordance with a detailed protocols document which included control measures to ensure the quality of faunal and sediment sample processing. Additional samples were acquired to fill in gaps in spatial coverage and to provide a contemporary baseline for sediment composition.

Sources of existing data include both government and industry, with contributions from the marine aggregate dredging, offshore wind, oil and gas, nuclear and port and harbour sectors. Samples have been collected over a period of 48 years from 1969 to 2016, although the vast majority (96%) were acquired since 2000. Samples have been collected during every month of the year, although there is a clear peak during summer months when weather conditions are generally more favourable for fieldwork.",Keith Cooper,TRUE,TRUE,"Benthos , Invertebrates","Benthos , Grabs , Sediment"
5923,"Temporal evolution of zooplankton by Regent net in the Northwestern Mediterranean Sea,Villefranche-sur-mer, 1959-2010","Olivier M., Carré C., Buecher E., Braconnot J-C., Moitié M, Prejger F., Gasparini S., Stemmann L. (2015) Temporal evolution of zooplankton from 1959 to 2010 from Regent net in the Northwestern Mediterranean Sea https://doi.org/10.15468/rrvx0t",https://doi.org/10.15468/rrvx0t,Public Domain Mark (No Known Copyright),NA,"The Observatoire of Villefranche sur Mer supports the daily sampling of zooplankton since 1966 at a time series station located at the entrancy of the Bay of Villefranche sur Mer. Samples were collected by a horizontal tow at 5 layers, using a Regent net. The sampling site is located at the mouth of the Bay over a bathymetry of 80m and is thus open to the Ligurian Sea. Zooplankton abundance was counted by specialist at OOV under microscopes.","The data in this sampling event resource has been published as a Darwin Core Archive (DwC-A), which is a standardized format for sharing biodiversity data as a set of one or more data tables. The core data table contains 1,517 records. 2 extension data tables also exist. An extension record supplies extra information about a core record.",Lars Stemmann,TRUE,FALSE,Invertebrates,"Data , Marine Genomics , Mediterranean sea , Zoobenthos"
5980,Royal Belgian Institute of Natural Sciences Belgian Marine Invertebrates Collection (belgianmarineinvertebrates),"Samyn, Y., Semal, P. (2020) Royal Belgian Institute of Natural Sciences Belgian Marine Invertebrates collection",NA,Attribution (CC BY),NA,"The Royal Belgian Institute of Natural Sciences Belgian Marine Invertebrates collection contains 135 digitised specimens over 14 taxa (mostly species). This dataset only contains the marine species of the collection. The following classes are included: Bivalvia Linnaeus, 1758, Cephalopoda Cuvier, 1797, Gastropoda Cuvier, 1797, Polyplacophora Gray, 1821.",NA,info@bedic.be,TRUE,FALSE,Invertebrates,
5983,Royal Belgian Institute of Natural Sciences Bryozoa Collection (Bryozoa),"Samyn, Y., Semal, P. (2020) Royal Belgian Institute of Natural Sciences Bryozoa collection",NA,Attribution (CC BY),"In this dataset the records without coordinates (or any location identifier) have been filtered out. Those records will not be found in EMODnet Biology, EurOBIS and OBIS. The original datasets with all the records can be accessed in http://ipt.naturalsciences.be/","The Royal Belgian Institute of Natural Sciences Bryozoa collection contains 782 digitised specimens over 98 taxa (mostly species). This dataset only contains the marine species of the collection. The following classes are included: Gymnolaemata Allman, 1856, Stenolaemata Borg, 1926.",NA,info@bedic.be,TRUE,FALSE,Invertebrates,Bryozoan
5984,Royal Belgian Institute of Natural Sciences Marine Chelicerata Collection (cheliceratamarine),"Samyn, Y., Semal, P. (2020) Royal Belgian Institute of Natural Sciences marine Chelicerata collection",NA,Attribution (CC BY),"In this dataset the records without coordinates (or any location identifier) have been filtered out. Those records will not be found in EMODnet Biology, EurOBIS and OBIS. The original datasets with all the records can be accessed in http://ipt.naturalsciences.be/","The Royal Belgian Institute of Natural Sciences Marine Chelicerata Collection contains 443 digitised specimens over 30 taxa (mostly species). This dataset only contains the marine species of the collection. The following classes are included: Malacostraca Latreille, 1802, Merostomata, Pycnogonida Latreille, 1810.",NA,info@bedic.be,TRUE,FALSE,Invertebrates,
5985,Royal Belgian Institute of Natural Sciences Cnidaria Collection (Cnidaria),"Samyn, Y., Semal, P. (2020) Royal Belgian Institute of Natural Sciences Cnidaria collection",NA,Attribution (CC BY),"In this dataset the records without coordinates (or any location identifier) have been filtered out. Those records will not be found in EMODnet Biology, EurOBIS and OBIS. The original datasets with all the records can be accessed in http://ipt.naturalsciences.be/","The Royal Belgian Institute of Natural Sciences Cnidaria collection contains 5754 digitised specimens over 281 taxa (mostly species). This dataset only contains the marine species of the collection. The following classes are included: Gastropoda Cuvier, 1797, Hydrozoa Owen, 1843.",NA,info@bedic.be,TRUE,FALSE,Invertebrates,Cnidarian
5986,Royal Belgian Institute of Natural Sciences Crustacea Collection (Crustacea),"Meurisse, L., Semal, P. (2020) Royal Belgian Institute of Natural Sciences Crustacea collection",NA,Attribution (CC BY),"In this dataset the records without coordinates (or any location identifier) have been filtered out. Those records will not be found in EMODnet Biology, EurOBIS and OBIS. The original datasets with all the records can be accessed in http://ipt.naturalsciences.be/","The Royal Belgian Institute of Natural Sciences Crustacea collection contains 30806 digitised specimens over 1411 taxa (mostly species). This dataset only contains the marine species of the collection. The following classes are included: Arachnida, Branchiopoda Latreille, 1817, Clitellata, Gastropoda Cuvier, 1797, Hydrozoa Owen, 1843, Ichthyostraca Zrzavy et al., 1997, Insecta Linnaeus, 1758, Malacostraca Latreille, 1802, Maxillopoda Dahl, 1956, Merostomata, Ostracoda indet., Ostracoda Latreille, 1802, Pycnogonida Latreille, 1810, Secernentea, Sipunculidea.",NA,info@bedic.be,TRUE,FALSE,Invertebrates,Crustacean
5987,Royal Belgian Institute of Natural Sciences Echinodermata Collection (Echinodermata),"Samyn, Y., Semal, P. (2020) Royal Belgian Institute of Natural Sciences Echinodermata collection",NA,Attribution (CC BY),"In this dataset the records without coordinates (or any location identifier) have been filtered out. Those records will not be found in EMODnet Biology, EurOBIS and OBIS. The original datasets with all the records can be accessed in http://ipt.naturalsciences.be/","The Royal Belgian Institute of Natural Sciences Echinodermata collection contains 4275 digitised specimens over 403 taxa (mostly species). This dataset only contains the marine species of the collection. The following classes are included: Asteroidea de Blainville, 1830, Crinoidea, Echinoidea Leske, 1778, Holothuroidea De Blainville, 1834, Ophiuroidea Gray, 1840.",NA,info@bedic.be,TRUE,FALSE,Invertebrates,"Echinodermata Crinoidea , Echinodermata: Echinoidea , Echinodermata: holothuroidea"
5991,Royal Belgian Institute of Natural Sciences Mollusca Collection (Mollusca),"Samyn, Y., Semal, P. (2020) Royal Belgian Institute of Natural Sciences Mollusca collection",NA,Attribution (CC BY),"In this dataset the records without coordinates (or any location identifier) have been filtered out. Those records will not be found in EMODnet Biology, EurOBIS and OBIS. The original datasets with all the records can be accessed in http://ipt.naturalsciences.be/","The Royal Belgian Institute of Natural Sciences Mollusca collection contains 55526 digitised specimens over 1702 taxa (mostly species). This dataset only contains the marine species of the collection. The following classes are included: Articulata Huxley, 1869, Bivalvia, Bivalvia Linnaeus, 1758, Cephalopoda Cuvier, 1797, Gastropoda Cuvier, 1797, Heliozoa, Hydrozoa Owen, 1843, Insecta Linnaeus, 1758, Malacostraca Latreille, 1802, Maxillopoda Dahl, 1956, Monoplacophora, Polychaeta, Polyplacophora Gray, 1821, Scaphopoda Bronn, 1862.",NA,info@bedic.be,TRUE,FALSE,Invertebrates,Molluscan fauna
5999,Roscoff Inventories: marine fauna and flora since 1800,"Houbin, C; Hoebeke, M (2019): Roscoff inventories: marine fauna and flora since 1800 https://doi.org/10.21411/qhtc-a855",https://doi.org/10.21411/qhtc-a855,Attribution (CC BY),NA,"These inventories list marine species observations performed in the Roscoff area since 1830. Observations result from a review of historical literature and observations made by voluntary contributors and the scientific teams of the Roscoff Marine Station. Taxonomic groups documented in the inventories are macroalgae, marine benthic macroinvertebrates and fish. Inventories provide information (when known) about: location, collection date, collection type, collector, and species biology (habitat, reproduction period).",NA,Céline Houbin,TRUE,TRUE,Ecology - biodiversity,"Benthos , Data , Fauna , Flora , Marine biodiversity , Marine fauna , Marine flora , Sampling , Species inventory"
